"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.446441307E0,7.949922562E0,7.454598427E0,-2.285138130E0
6.465280787E0,4.437371731E0,6.112124443E0,-2.915896893E0
6.484107193E0,1.882127285E0,2.630096436E0,-2.438491344E0
6.502920474E0,7.746961117E-1,-3.707437515E-1,-1.797967434E0
6.521760005E0,-3.064340353E-1,-3.715683937E0,-1.761941195E0
6.540586412E0,-1.355175972E0,-6.986474037E0,-1.567174196E0
6.559399693E0,-2.968129396E0,-9.075298309E0,-1.981088042E0
6.578239224E0,-4.844378471E0,-9.597183228E0,-1.601846814E0
6.597065630E0,-2.751821041E0,-9.496045113E0,-1.864315510E0
6.615878912E0,1.423117161E0,-7.876970291E0,-3.175506830E0
6.634718443E0,4.973665714E0,-6.925165653E0,-4.720448494E0
6.653544849E0,6.919954300E0,-5.017865181E0,-5.375674248E0
6.672358130E0,6.393636227E0,3.067111969E-1,-1.847666860E0
6.691197662E0,5.799949646E0,5.758696556E0,9.224561453E-1
6.710024068E0,6.475062847E0,6.187233925E0,2.817813873E0
6.728837349E0,5.508782864E0,9.844938278E0,5.956720352E0
6.747676880E0,5.396763325E0,1.627157784E1,5.935686588E0
6.766503287E0,3.848694324E0,1.969775391E1,2.311312675E0
6.785316568E0,3.192307949E-1,1.652976036E1,-1.082714677E0
6.804156099E0,-2.179311037E0,8.727897644E0,-2.136590242E0
6.822982505E0,-4.212567806E0,2.325162888E0,-1.669080496E0
6.841795787E0,-4.957582951E0,-4.670809746E0,2.466654480E-1
6.860635318E0,-3.628801823E0,-1.144757271E1,2.680625916E0
6.879461724E0,-1.665605068E0,-1.303400040E1,3.547983170E0
6.898275005E0,-7.788267732E-1,-9.705033302E0,2.655007839E0
6.917114537E0,-1.068617344E0,-7.154427528E0,4.978903532E-1
6.935940943E0,-2.425202608E0,-5.966011047E0,-1.114392757E0
6.954767349E0,-4.454370022E0,-5.320580482E0,-1.331021428E0
6.973593755E0,-4.235678673E0,-3.611342430E0,-9.780744314E-1
6.992420162E0,-2.422580242E0,1.583847046E0,-7.475268841E-2
7.011233443E0,-2.900345325E-1,5.259480476E0,1.125037193E0
7.030072974E0,1.535287738E0,6.676086426E0,1.819818377E0
7.048899380E0,2.180863857E0,6.944537163E0,1.990401149E0
7.067725787E0,2.096232176E0,5.390366554E0,2.418321609E0
7.086552193E0,1.516173601E0,3.409758568E0,1.299406171E0
7.105378599E0,7.577360868E-1,3.075828552E-1,-8.262515068E-2
7.124191932E0,1.747854948E-1,-3.290379047E0,-1.533600688E0
7.143031412E0,-5.810177326E-2,-5.192880630E0,-3.425972223E0
7.161857870E0,-3.269450665E-1,-6.290315628E0,-4.575704575E0
7.180671151E0,-9.663385749E-1,-8.477467537E0,-4.413733482E0
7.199510682E0,-1.260583282E0,-1.073108864E1,-3.841003418E0
7.218337089E0,-1.242279768E0,-1.085488224E1,-2.611168861E0
7.237150370E0,-2.099521637E0,-9.345101357E0,-8.540035486E-1
7.255989901E0,-4.561206341E0,-3.965966225E0,1.359331369E0
7.274816359E0,-7.723402023E0,3.137139320E0,7.311826229E0
7.293629641E0,-1.076384544E1,1.014587212E1,1.163023663E1
7.312469172E0,-1.321413517E1,1.539419651E1,1.220203400E1
7.331295578E0,-1.072037315E1,1.681711197E1,1.296415138E1
